query,doc_pos
"<user> i want something in the north part of town . moderately priced . <sys> what kind of food would you like ? <user> any type of food will be fine as long as it 's moderately priced and in the north part of town . <sys> api call dontcare north moderate <user> silence <sys> golden wok is located in the north part of town , is moderately priced and serves chinese food . <user> i 've actually had a bad experience at the gold wok . is there another moderately priced restaurant in the north ?",<database> address 191 histon road chesterton <sep_attributes> area north <sep_attributes> food chinese <sep_attributes> name golden wok <sep_attributes> phone 01223 350688 <sep_attributes> postcode cb43hl <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want something in the north part of town . moderately priced . <sys> what kind of food would you like ? <user> any type of food will be fine as long as it 's moderately priced and in the north part of town . <sys> api call dontcare north moderate <user> silence <sys> golden wok is located in the north part of town , is moderately priced and serves chinese food . <user> i 've actually had a bad experience at the gold wok . is there another moderately priced restaurant in the north ? <sys> would you instead be interested in the nirala , which serves indian food ? <user> sounds good . what is the postcode and phone number ?",<database> address 7 milton road chesterton <sep_attributes> area north <sep_attributes> food indian <sep_attributes> name the nirala <sep_attributes> phone 01223 360966 <sep_attributes> postcode cb41uy <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want something in the north part of town . moderately priced . <sys> what kind of food would you like ? <user> any type of food will be fine as long as it 's moderately priced and in the north part of town . <sys> api call dontcare north moderate <user> silence <sys> golden wok is located in the north part of town , is moderately priced and serves chinese food . <user> i 've actually had a bad experience at the gold wok . is there another moderately priced restaurant in the north ? <sys> would you instead be interested in the nirala , which serves indian food ? <user> sounds good . what is the postcode and phone number ? <sys> the post code and phone number for the nirala is cb41uy and phone is 01223 360966 <user> thank you . goodbye .",<database> address 7 milton road chesterton <sep_attributes> area north <sep_attributes> food indian <sep_attributes> name the nirala <sep_attributes> phone 01223 360966 <sep_attributes> postcode cb41uy <sep_attributes> pricerange moderate <sep_attributes>
<user> looking for an expensive restaurant,<database> address 51 trumpington street city centre <sep_attributes> area centre <sep_attributes> food british <sep_attributes> name fitzbillies restaurant <sep_attributes> phone 01223 352500 <sep_attributes> postcode cb21rg <sep_attributes> pricerange expensive <sep_attributes>
<user> looking for an expensive restaurant <sys> api call dontcare dontcare expensive <user> silence,<database> address 2 sturton street city centre <sep_attributes> area centre <sep_attributes> food gastropub <sep_attributes> name backstreet bistro <sep_attributes> phone 01223 306306 <sep_attributes> postcode cb12qa <sep_attributes> pricerange expensive <sep_attributes>
"<user> looking for an expensive restaurant <sys> api call dontcare dontcare expensive <user> silence <sys> there are quite a few diverse , expensive restaurants all located in the centre area . i recommend the backstreet bistro at 2 sturton street city centre . <user> are there any in the east part of town ?",<database> address 2 sturton street city centre <sep_attributes> area centre <sep_attributes> food gastropub <sep_attributes> name backstreet bistro <sep_attributes> phone 01223 306306 <sep_attributes> postcode cb12qa <sep_attributes> pricerange expensive <sep_attributes>
"<user> looking for an expensive restaurant <sys> api call dontcare dontcare expensive <user> silence <sys> there are quite a few diverse , expensive restaurants all located in the centre area . i recommend the backstreet bistro at 2 sturton street city centre . <user> are there any in the east part of town ? <sys> there are a few , if you prefer british food , there is the grafton hotel restaurant , but if you want indian food , there is one called pipasha restaurant . <user> what is the phone number and post code of pipasha restaurant ?",<database> address newmarket road fen ditton <sep_attributes> area east <sep_attributes> food indian <sep_attributes> name pipasha restaurant <sep_attributes> phone 01223 577786 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> looking for an expensive restaurant <sys> api call dontcare dontcare expensive <user> silence <sys> there are quite a few diverse , expensive restaurants all located in the centre area . i recommend the backstreet bistro at 2 sturton street city centre . <user> are there any in the east part of town ? <sys> there are a few , if you prefer british food , there is the grafton hotel restaurant , but if you want indian food , there is one called pipasha restaurant . <user> what is the phone number and post code of pipasha restaurant ? <sys> phone number is 01223 577786 and postcode is cb58pa . <user> thank you , goodbye .",<database> address newmarket road fen ditton <sep_attributes> area east <sep_attributes> food indian <sep_attributes> name pipasha restaurant <sep_attributes> phone 01223 577786 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
<user> i 'm looking for a good restaurant anywhere in town serving french food . could you please give me their phone numbers ?,<database> address bridge street city centre <sep_attributes> area centre <sep_attributes> food french <sep_attributes> name cote <sep_attributes> phone 01223 311053 <sep_attributes> postcode cb21uf <sep_attributes> pricerange expensive <sep_attributes>
<user> i 'm looking for a good restaurant anywhere in town serving french food . could you please give me their phone numbers ? <sys> api call french dontcare dontcare <user> silence,<database> address bridge street city centre <sep_attributes> area centre <sep_attributes> food french <sep_attributes> name cote <sep_attributes> phone 01223 311053 <sep_attributes> postcode cb21uf <sep_attributes> pricerange expensive <sep_attributes>
"<user> i 'm looking for a good restaurant anywhere in town serving french food . could you please give me their phone numbers ? <sys> api call french dontcare dontcare <user> silence <sys> there is a very good french restaurant in the centre of town . their phone number is 01223 311053 . <user> thank you , goodbye .",<database> address bridge street city centre <sep_attributes> area centre <sep_attributes> food french <sep_attributes> name cote <sep_attributes> phone 01223 311053 <sep_attributes> postcode cb21uf <sep_attributes> pricerange expensive <sep_attributes>
<user> i would like a cheap restaurant in the west part of town,<database> address 17 magdalene street city centre <sep_attributes> area west <sep_attributes> food vietnamese <sep_attributes> name thanh binh <sep_attributes> phone 01223 362456 <sep_attributes> postcode cb30af <sep_attributes> pricerange cheap <sep_attributes>
<user> i would like a cheap restaurant in the west part of town <sys> api call dontcare west cheap <user> silence,<database> address 15 magdalene street city centre <sep_attributes> area west <sep_attributes> food italian <sep_attributes> name la margherita <sep_attributes> phone 01223 315232 <sep_attributes> postcode cb30af <sep_attributes> pricerange cheap <sep_attributes>
"<user> i would like a cheap restaurant in the west part of town <sys> api call dontcare west cheap <user> silence <sys> la margherita is in the west part of town , and it is in the cheap price range . is there anything else i can help you with ? <user> i would like to know the phone number please",<database> address 15 magdalene street city centre <sep_attributes> area west <sep_attributes> food italian <sep_attributes> name la margherita <sep_attributes> phone 01223 315232 <sep_attributes> postcode cb30af <sep_attributes> pricerange cheap <sep_attributes>
"<user> i would like a cheap restaurant in the west part of town <sys> api call dontcare west cheap <user> silence <sys> la margherita is in the west part of town , and it is in the cheap price range . is there anything else i can help you with ? <user> i would like to know the phone number please <sys> it is at 01223 315232 . <user> thank you goodbye .",<database> address 15 magdalene street city centre <sep_attributes> area west <sep_attributes> food italian <sep_attributes> name la margherita <sep_attributes> phone 01223 315232 <sep_attributes> postcode cb30af <sep_attributes> pricerange cheap <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town .",<database> address 43 high street cherry hinton cherry hinton <sep_attributes> area east <sep_attributes> food indian <sep_attributes> name sitar tandoori <sep_attributes> phone 01223 249955 <sep_attributes> postcode cb19hx <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town . <sys> api call dontcare east expensive <user> silence",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town . <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant is an expensive restaurant in the east part of town . <user> what is the postcode ?",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town . <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant is an expensive restaurant in the east part of town . <user> what is the postcode ? <sys> the postcode of grafton hotel restaurant is cb21uj . <user> what is the address , phone number , and type of food ?",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town . <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant is an expensive restaurant in the east part of town . <user> what is the postcode ? <sys> the postcode of grafton hotel restaurant is cb21uj . <user> what is the address , phone number , and type of food ? <sys> the grafton hotel restaurant serves british food . it is located at grafton hotel 619 newmarket road fen ditton , and it 's phone number is 01223 241387 . <user> great , thank you !",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town . <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant is an expensive restaurant in the east part of town . <user> what is the postcode ? <sys> the postcode of grafton hotel restaurant is cb21uj . <user> what is the address , phone number , and type of food ? <sys> the grafton hotel restaurant serves british food . it is located at grafton hotel 619 newmarket road fen ditton , and it 's phone number is 01223 241387 . <user> great , thank you ! <sys> do you need any further information ? <user> no thank you . goodbye !",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> hello , i am looking for an expensive restaurant that is on the east side of town . <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant is an expensive restaurant in the east part of town . <user> what is the postcode ? <sys> the postcode of grafton hotel restaurant is cb21uj . <user> what is the address , phone number , and type of food ? <sys> the grafton hotel restaurant serves british food . it is located at grafton hotel 619 newmarket road fen ditton , and it 's phone number is 01223 241387 . <user> great , thank you ! <sys> do you need any further information ? <user> no thank you . goodbye ! <sys> thank you . have a nice day . <user> you too !",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for a place that serves african food . i do n't care about the price range .,<database> address 100 mill road city centre <sep_attributes> area centre <sep_attributes> food african <sep_attributes> name bedouin <sep_attributes> phone 01223 367660 <sep_attributes> postcode cb12bd <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for a place that serves african food . i do n't care about the price range . <sys> african huh ? where are you now ? id hate to send you somewhere far away <user> it does n't matter . what suggestions do you have ?,<database> address 100 mill road city centre <sep_attributes> area centre <sep_attributes> food african <sep_attributes> name bedouin <sep_attributes> phone 01223 367660 <sep_attributes> postcode cb12bd <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for a place that serves african food . i do n't care about the price range . <sys> african huh ? where are you now ? id hate to send you somewhere far away <user> it does n't matter . what suggestions do you have ? <sys> api call african dontcare dontcare <user> silence,<database> address 100 mill road city centre <sep_attributes> area centre <sep_attributes> food african <sep_attributes> name bedouin <sep_attributes> phone 01223 367660 <sep_attributes> postcode cb12bd <sep_attributes> pricerange expensive <sep_attributes>
<user> i am looking for a place that serves african food . i do n't care about the price range . <sys> african huh ? where are you now ? id hate to send you somewhere far away <user> it does n't matter . what suggestions do you have ? <sys> api call african dontcare dontcare <user> silence <sys> how about bedouin ? <user> please provide me with the address and phone number to bedouin .,<database> address 100 mill road city centre <sep_attributes> area centre <sep_attributes> food african <sep_attributes> name bedouin <sep_attributes> phone 01223 367660 <sep_attributes> postcode cb12bd <sep_attributes> pricerange expensive <sep_attributes>
"<user> i am looking for a place that serves african food . i do n't care about the price range . <sys> african huh ? where are you now ? id hate to send you somewhere far away <user> it does n't matter . what suggestions do you have ? <sys> api call african dontcare dontcare <user> silence <sys> how about bedouin ? <user> please provide me with the address and phone number to bedouin . <sys> bedouin is located at 100 mill road city centre and their phone number is 01223 367660 . <user> thank you , goodbye .",<database> address 100 mill road city centre <sep_attributes> area centre <sep_attributes> food african <sep_attributes> name bedouin <sep_attributes> phone 01223 367660 <sep_attributes> postcode cb12bd <sep_attributes> pricerange expensive <sep_attributes>
<user> i want to find an expensive restaurant,<database> address 51 trumpington street city centre <sep_attributes> area centre <sep_attributes> food british <sep_attributes> name fitzbillies restaurant <sep_attributes> phone 01223 352500 <sep_attributes> postcode cb21rg <sep_attributes> pricerange expensive <sep_attributes>
<user> i want to find an expensive restaurant <sys> there are many expensive restaurants in town . is there a particular area or type of food you are looking for ? <user> something in the south part of town would be great . any cuisine is fine .,<database> address 82 cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food chinese <sep_attributes> name the good luck chinese food takeaway <sep_attributes> phone 01223 244149 <sep_attributes> postcode cb17ag <sep_attributes> pricerange expensive <sep_attributes>
<user> i want to find an expensive restaurant <sys> there are many expensive restaurants in town . is there a particular area or type of food you are looking for ? <user> something in the south part of town would be great . any cuisine is fine . <sys> api call dontcare south expensive <user> silence,<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
"<user> i want to find an expensive restaurant <sys> there are many expensive restaurants in town . is there a particular area or type of food you are looking for ? <user> something in the south part of town would be great . any cuisine is fine . <sys> api call dontcare south expensive <user> silence <sys> chiquito restaurant bar serves mexican food , is located in the south part of town , and is in the expensive price range . would you like their location ? <user> yes , please .",<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
"<user> i want to find an expensive restaurant <sys> there are many expensive restaurants in town . is there a particular area or type of food you are looking for ? <user> something in the south part of town would be great . any cuisine is fine . <sys> api call dontcare south expensive <user> silence <sys> chiquito restaurant bar serves mexican food , is located in the south part of town , and is in the expensive price range . would you like their location ? <user> yes , please . <sys> chiquito restaurant bar is at 2g cambridge leisure park cherry hinton road cherry hinton . do you need the phone number ? <user> yes , please .",<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
"<user> i want to find an expensive restaurant <sys> there are many expensive restaurants in town . is there a particular area or type of food you are looking for ? <user> something in the south part of town would be great . any cuisine is fine . <sys> api call dontcare south expensive <user> silence <sys> chiquito restaurant bar serves mexican food , is located in the south part of town , and is in the expensive price range . would you like their location ? <user> yes , please . <sys> chiquito restaurant bar is at 2g cambridge leisure park cherry hinton road cherry hinton . do you need the phone number ? <user> yes , please . <sys> their phone number is 01223 400170 . <user> thank you goodbye .",<database> address 2g cambridge leisure park cherry hinton road cherry hinton <sep_attributes> area south <sep_attributes> food mexican <sep_attributes> name chiquito restaurant bar <sep_attributes> phone 01223 400170 <sep_attributes> postcode cb17dy <sep_attributes> pricerange expensive <sep_attributes>
<user> i want a restaurant that is moderately priced and located in the south .,<database> address g4 cambridge leisure park clifton way cherry hinton <sep_attributes> area south <sep_attributes> food italian <sep_attributes> name pizza hut cherry hinton <sep_attributes> phone 01223 323737 <sep_attributes> postcode cb17dy <sep_attributes> pricerange moderate <sep_attributes>
<user> i want a restaurant that is moderately priced and located in the south . <sys> api call dontcare south moderate <user> silence,<database> address g4 cambridge leisure park clifton way cherry hinton <sep_attributes> area south <sep_attributes> food italian <sep_attributes> name pizza hut cherry hinton <sep_attributes> phone 01223 323737 <sep_attributes> postcode cb17dy <sep_attributes> pricerange moderate <sep_attributes>
<user> i want a restaurant that is moderately priced and located in the south . <sys> api call dontcare south moderate <user> silence <sys> pizza hut cherry hinton is in the south part of town and in the moderate price range . <user> are there any other restaurants i can choose from ?,<database> address g4 cambridge leisure park clifton way cherry hinton <sep_attributes> area south <sep_attributes> food italian <sep_attributes> name pizza hut cherry hinton <sep_attributes> phone 01223 323737 <sep_attributes> postcode cb17dy <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want a restaurant that is moderately priced and located in the south . <sys> api call dontcare south moderate <user> silence <sys> pizza hut cherry hinton is in the south part of town and in the moderate price range . <user> are there any other restaurants i can choose from ? <sys> restaurant alimentum is also located in the south part of town and is in the moderate price range . <user> can i have the address , phone number , and type of food served by restaurant alimentum ?",<database> address 152 - 154 hills road <sep_attributes> area south <sep_attributes> food modern european <sep_attributes> name restaurant alimentum <sep_attributes> phone 01223 413000 <sep_attributes> postcode cb28pb <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want a restaurant that is moderately priced and located in the south . <sys> api call dontcare south moderate <user> silence <sys> pizza hut cherry hinton is in the south part of town and in the moderate price range . <user> are there any other restaurants i can choose from ? <sys> restaurant alimentum is also located in the south part of town and is in the moderate price range . <user> can i have the address , phone number , and type of food served by restaurant alimentum ? <sys> they serve modern european food and are located at 152 - 154 hills road . their number is 01223 413000 . <user> thank you",<database> address 152 - 154 hills road <sep_attributes> area south <sep_attributes> food modern european <sep_attributes> name restaurant alimentum <sep_attributes> phone 01223 413000 <sep_attributes> postcode cb28pb <sep_attributes> pricerange moderate <sep_attributes>
<user> i want a moderate priced restaurant in the west part of town .,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> i want a moderate priced restaurant in the west part of town . <sys> there are three moderately priced restaurants in the west part of town . what type of food would you like ? <user> i do n't care . can i also have the postcode and phone number ?,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> i want a moderate priced restaurant in the west part of town . <sys> there are three moderately priced restaurants in the west part of town . what type of food would you like ? <user> i do n't care . can i also have the postcode and phone number ? <sys> api call dontcare west moderate <user> silence,<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> i want a moderate priced restaurant in the west part of town . <sys> there are three moderately priced restaurants in the west part of town . what type of food would you like ? <user> i do n't care . can i also have the postcode and phone number ? <sys> api call dontcare west moderate <user> silence <sys> meghna is in the west part of town and serving indian food , the phone number is 01223727410 and postcode is cb43lf . is there anything i can help you with ? <user> no that is all . thank you , goodbye .",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> is there a moderately priced restaurant in the north part of town ?,<database> address 191 histon road chesterton <sep_attributes> area north <sep_attributes> food chinese <sep_attributes> name golden wok <sep_attributes> phone 01223 350688 <sep_attributes> postcode cb43hl <sep_attributes> pricerange moderate <sep_attributes>
<user> is there a moderately priced restaurant in the north part of town ? <sys> api call dontcare north moderate <user> silence,<database> address 191 histon road chesterton <sep_attributes> area north <sep_attributes> food chinese <sep_attributes> name golden wok <sep_attributes> phone 01223 350688 <sep_attributes> postcode cb43hl <sep_attributes> pricerange moderate <sep_attributes>
"<user> is there a moderately priced restaurant in the north part of town ? <sys> api call dontcare north moderate <user> silence <sys> there are two moderately priced restaurants in the north part of town , golden wok , a chinese restaurant , and the nirala , an indian restaurant . would you like more information on either of these ? <user> yes i would like the phone number of the nirala .",<database> address 7 milton road chesterton <sep_attributes> area north <sep_attributes> food indian <sep_attributes> name the nirala <sep_attributes> phone 01223 360966 <sep_attributes> postcode cb41uy <sep_attributes> pricerange moderate <sep_attributes>
"<user> is there a moderately priced restaurant in the north part of town ? <sys> api call dontcare north moderate <user> silence <sys> there are two moderately priced restaurants in the north part of town , golden wok , a chinese restaurant , and the nirala , an indian restaurant . would you like more information on either of these ? <user> yes i would like the phone number of the nirala . <sys> the phone number for the nirala is 01223 360966 . is there anything else i can help you with ? <user> yes . i would like the address of the nirala please ?",<database> address 7 milton road chesterton <sep_attributes> area north <sep_attributes> food indian <sep_attributes> name the nirala <sep_attributes> phone 01223 360966 <sep_attributes> postcode cb41uy <sep_attributes> pricerange moderate <sep_attributes>
"<user> is there a moderately priced restaurant in the north part of town ? <sys> api call dontcare north moderate <user> silence <sys> there are two moderately priced restaurants in the north part of town , golden wok , a chinese restaurant , and the nirala , an indian restaurant . would you like more information on either of these ? <user> yes i would like the phone number of the nirala . <sys> the phone number for the nirala is 01223 360966 . is there anything else i can help you with ? <user> yes . i would like the address of the nirala please ? <sys> the address you want is 7 milton road chesterton . how else may i help you ? <user> what is the postcode ?",<database> address 7 milton road chesterton <sep_attributes> area north <sep_attributes> food indian <sep_attributes> name the nirala <sep_attributes> phone 01223 360966 <sep_attributes> postcode cb41uy <sep_attributes> pricerange moderate <sep_attributes>
"<user> is there a moderately priced restaurant in the north part of town ? <sys> api call dontcare north moderate <user> silence <sys> there are two moderately priced restaurants in the north part of town , golden wok , a chinese restaurant , and the nirala , an indian restaurant . would you like more information on either of these ? <user> yes i would like the phone number of the nirala . <sys> the phone number for the nirala is 01223 360966 . is there anything else i can help you with ? <user> yes . i would like the address of the nirala please ? <sys> the address you want is 7 milton road chesterton . how else may i help you ? <user> what is the postcode ? <sys> the postcode of the nirala is cb21uj . <user> i think that 's all i need , thank you for your help .",<database> address 7 milton road chesterton <sep_attributes> area north <sep_attributes> food indian <sep_attributes> name the nirala <sep_attributes> phone 01223 360966 <sep_attributes> postcode cb41uy <sep_attributes> pricerange moderate <sep_attributes>
<user> what restaurants are on the east part of town ?,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
"<user> what restaurants are on the east part of town ? <sys> there are several restaurants in the east part of town . would you like something in the moderate , cheap or expensive price range ? <user> expensive",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> what restaurants are on the east part of town ? <sys> there are several restaurants in the east part of town . would you like something in the moderate , cheap or expensive price range ? <user> expensive <sys> api call dontcare east expensive <user> silence",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> what restaurants are on the east part of town ? <sys> there are several restaurants in the east part of town . would you like something in the moderate , cheap or expensive price range ? <user> expensive <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant serves british food , it is on the east side of town , and it is in the expensive price range . would you like the phone number ? <user> what is the address ?",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
"<user> what restaurants are on the east part of town ? <sys> there are several restaurants in the east part of town . would you like something in the moderate , cheap or expensive price range ? <user> expensive <sys> api call dontcare east expensive <user> silence <sys> grafton hotel restaurant serves british food , it is on the east side of town , and it is in the expensive price range . would you like the phone number ? <user> what is the address ? <sys> grafton hotel 619 newmarket road fen ditton <user> great , thanks for your help . that 's all i need .",<database> address grafton hotel 619 newmarket road fen ditton <sep_attributes> area east <sep_attributes> food british <sep_attributes> name grafton hotel restaurant <sep_attributes> phone 01223 241387 <sep_attributes> postcode cb58pa <sep_attributes> pricerange expensive <sep_attributes>
<user> i 'd like to dine at a restaurant in the west part of town . can you help me find one ?,<database> address huntingdon road city centre <sep_attributes> area west <sep_attributes> food british <sep_attributes> name travellers rest <sep_attributes> phone 01223 276182 <sep_attributes> postcode cb30df <sep_attributes> pricerange expensive <sep_attributes>
"<user> i 'd like to dine at a restaurant in the west part of town . can you help me find one ? <sys> i would be happy to help you . there are several restaurants located in the west part of town . would you prefer a expensive , moderate or cheap restaurant ? <user> moderately priced .",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> i 'd like to dine at a restaurant in the west part of town . can you help me find one ? <sys> i would be happy to help you . there are several restaurants located in the west part of town . would you prefer a expensive , moderate or cheap restaurant ? <user> moderately priced . <sys> api call dontcare west moderate <user> silence",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> i 'd like to dine at a restaurant in the west part of town . can you help me find one ? <sys> i would be happy to help you . there are several restaurants located in the west part of town . would you prefer a expensive , moderate or cheap restaurant ? <user> moderately priced . <sys> api call dontcare west moderate <user> silence <sys> there is a very tasty indian restaurant in the moderate range . it is called meghna . would you like their information ? <user> yes please give me the phone number and address of it .",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> i 'd like to dine at a restaurant in the west part of town . can you help me find one ? <sys> i would be happy to help you . there are several restaurants located in the west part of town . would you prefer a expensive , moderate or cheap restaurant ? <user> moderately priced . <sys> api call dontcare west moderate <user> silence <sys> there is a very tasty indian restaurant in the moderate range . it is called meghna . would you like their information ? <user> yes please give me the phone number and address of it . <sys> meghna is located on the west side of town at 205 victoria road chesterton and the phone number is 01223 727410 . is there any other information you needed ? <user> no , thank you goodbye",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
"<user> i 'd like to dine at a restaurant in the west part of town . can you help me find one ? <sys> i would be happy to help you . there are several restaurants located in the west part of town . would you prefer a expensive , moderate or cheap restaurant ? <user> moderately priced . <sys> api call dontcare west moderate <user> silence <sys> there is a very tasty indian restaurant in the moderate range . it is called meghna . would you like their information ? <user> yes please give me the phone number and address of it . <sys> meghna is located on the west side of town at 205 victoria road chesterton and the phone number is 01223 727410 . is there any other information you needed ? <user> no , thank you goodbye <sys> your welcome , goodbye . <user> bye !",<database> address 205 victoria road chesterton <sep_attributes> area west <sep_attributes> food indian <sep_attributes> name meghna <sep_attributes> phone 01223 727410 <sep_attributes> postcode cb43lf <sep_attributes> pricerange moderate <sep_attributes>
<user> i 'd like a cheap restaurant in the east part of town .,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
<user> i 'd like a cheap restaurant in the east part of town . <sys> api call dontcare east cheap <user> silence,<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
"<user> i 'd like a cheap restaurant in the east part of town . <sys> api call dontcare east cheap <user> silence <sys> the missing sock serves cheap food in the east part of town . <user> what type of food is served at the missing sock , and what is the address ?",<database> address finders corner newmarket road <sep_attributes> area east <sep_attributes> food international <sep_attributes> name the missing sock <sep_attributes> phone 01223 812660 <sep_attributes> postcode cb259aq <sep_attributes> pricerange cheap <sep_attributes>
